VAH_prior,VAL_prior,POC_prior,value_midpoint_prior,failed_auction_flag,failed_auction_side,target_level,tpo_confidence
75.4,73.24,74.66,74.32,True,1,74.66,1.0
75.4,73.24,74.66,74.32,True,1,74.66,1.0
75.4,73.24,74.66,74.32,True,1,74.66,1.0
75.4,73.24,74.66,74.32,True,1,74.66,1.0
75.4,73.24,74.66,74.32,True,1,74.66,1.0
75.4,73.24,74.66,74.32,True,1,74.66,1.0
75.4,73.24,74.66,74.32,True,1,74.66,1.0
75.4,73.24,74.66,74.32,True,1,74.66,1.0
75.4,73.24,74.66,74.32,True,1,74.66,1.0
75.4,73.24,74.66,74.32,True,1,74.66,1.0
75.4,73.24,74.66,74.32,True,1,74.66,1.0
75.4,73.24,74.66,74.32,True,1,74.66,1.0
75.4,73.24,74.66,74.32,True,1,74.66,1.0
75.4,73.24,74.66,74.32,True,1,74.66,1.0
75.4,73.24,74.66,74.32,True,1,74.66,1.0
75.4,73.24,74.66,74.32,True,1,74.66,1.0
75.4,73.24,74.66,74.32,True,1,74.66,1.0
75.4,73.24,74.66,74.32,True,1,74.66,1.0
75.4,73.24,74.66,74.32,True,1,74.66,1.0
75.4,73.24,74.66,74.32,True,1,74.66,1.0
75.4,73.24,74.66,74.32,True,1,74.66,1.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.68,71.94,72.18,72.31,False,0,72.18,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
72.26,71.22,71.92,71.74000000000001,False,0,71.92,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
69.26,66.64,67.22,67.95,False,0,67.22,0.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
67.44,66.16,66.84,66.8,True,-1,66.84,1.0
